4.000000e+00	inf	-inf	inf
4.010000e+00	inf	-inf	inf
4.020000e+00	inf	-inf	inf
4.030000e+00	inf	-inf	inf
4.040000e+00	inf	-inf	inf
4.050000e+00	inf	-inf	inf
4.060000e+00	inf	-inf	inf
4.070000e+00	inf	-inf	inf
4.080000e+00	inf	-inf	inf
4.090000e+00	inf	-inf	inf
4.100000e+00	inf	-inf	inf
4.110000e+00	inf	-inf	inf
4.120000e+00	inf	-inf	inf
4.130000e+00	inf	-inf	inf
4.140000e+00	inf	-inf	inf
4.150000e+00	inf	-inf	inf
4.160000e+00	inf	-inf	inf
4.170000e+00	inf	-inf	inf
4.180000e+00	inf	-inf	inf
4.190000e+00	inf	-inf	inf
4.200000e+00	inf	-inf	inf
4.210000e+00	inf	-inf	inf
4.220000e+00	inf	-inf	inf
4.230000e+00	inf	-inf	inf
4.240000e+00	inf	-inf	inf
4.250000e+00	inf	-inf	inf
4.260000e+00	inf	-inf	inf
4.270000e+00	inf	-inf	inf
4.280000e+00	inf	-inf	inf
4.290000e+00	inf	-inf	inf
4.300000e+00	2.187544e+01	-inf	2.187544e+01
4.310000e+00	2.187310e+01	-inf	2.187310e+01
4.320000e+00	2.187077e+01	-inf	2.187077e+01
4.330000e+00	2.186844e+01	-inf	2.186844e+01
4.340000e+00	2.186611e+01	-inf	2.186611e+01
4.350000e+00	2.186378e+01	-inf	2.186378e+01
4.360000e+00	2.186145e+01	-inf	2.186145e+01
4.370000e+00	2.185912e+01	-inf	2.185912e+01
4.380000e+00	2.185680e+01	-inf	2.185680e+01
4.390000e+00	2.185447e+01	-inf	2.185447e+01
4.400000e+00	2.185215e+01	-inf	2.185215e+01
4.410000e+00	2.184983e+01	-inf	2.184983e+01
4.420000e+00	2.184751e+01	-inf	2.184751e+01
4.430000e+00	2.184520e+01	-inf	2.184520e+01
4.440000e+00	2.184288e+01	-inf	2.184288e+01
4.450000e+00	2.184057e+01	-inf	2.184057e+01
4.460000e+00	2.183826e+01	-inf	2.183826e+01
4.470000e+00	2.183595e+01	-inf	2.183595e+01
4.480000e+00	2.183364e+01	-inf	2.183364e+01
4.490000e+00	2.183133e+01	-inf	2.183133e+01
4.500000e+00	2.182903e+01	-inf	2.182903e+01
4.510000e+00	2.182672e+01	-inf	2.182672e+01
4.520000e+00	2.182442e+01	-inf	2.182442e+01
4.530000e+00	2.182212e+01	-inf	2.182212e+01
4.540000e+00	2.181983e+01	-inf	2.181983e+01
4.550000e+00	2.181753e+01	-inf	2.181753e+01
4.560000e+00	2.181524e+01	-inf	2.181524e+01
4.570000e+00	2.181294e+01	-inf	2.181294e+01
4.580000e+00	2.181065e+01	-inf	2.181065e+01
4.590000e+00	2.180837e+01	-inf	2.180837e+01
4.600000e+00	2.180608e+01	-inf	2.180608e+01
4.610000e+00	2.176595e+01	-inf	2.176595e+01
4.620000e+00	2.175288e+01	-inf	2.175288e+01
4.630000e+00	2.173983e+01	-inf	2.173983e+01
4.640000e+00	2.172680e+01	-inf	2.172680e+01
4.650000e+00	2.171378e+01	-inf	2.171378e+01
4.660000e+00	2.170077e+01	-inf	2.170077e+01
4.670000e+00	2.168778e+01	-inf	2.168778e+01
4.680000e+00	2.167480e+01	-inf	2.167480e+01
4.690000e+00	2.166183e+01	-inf	2.166183e+01
4.700000e+00	2.164888e+01	-inf	2.164888e+01
4.710000e+00	2.163593e+01	-inf	2.163593e+01
4.720000e+00	2.162301e+01	-inf	2.162301e+01
4.730000e+00	2.161009e+01	-inf	2.161009e+01
4.740000e+00	2.159718e+01	-inf	2.159718e+01
4.750000e+00	2.158429e+01	-inf	2.158429e+01
4.760000e+00	2.157141e+01	-inf	2.157141e+01
