0.000000	9.000000e+05	1.400000e+08	3.477600e-02	0.000000e+00	1.000000e+06	1.076809e+08	2.971993e-02	-9.280000e+04	-5.625953e+03	0.000000e+00	0.000000e+00	3.400002e-06	7.953488e+00	2.061212e-22	1.000000e+00
1.000000	8.994220e+05	1.400586e+08	3.476820e-02	6.984695e+05	9.993577e+05	1.077151e+08	2.971027e-02	-9.259156e+04	-5.630660e+03	0.000000e+00	0.000000e+00	3.400002e-06	5.703688e+00	1.148154e-22	1.540577e+00
2.540577	8.985343e+05	1.401484e+08	3.475616e-02	6.957387e+05	9.983714e+05	1.077674e+08	2.969537e-02	-9.227211e+04	-5.637884e+03	0.000000e+00	0.000000e+00	3.400002e-06	5.707775e+00	1.148154e-22	1.998771e+00
4.539348	8.973877e+05	1.402642e+08	3.474049e-02	6.914915e+05	9.970974e+05	1.078348e+08	2.967601e-02	-9.186065e+04	-5.647203e+03	0.000000e+00	0.000000e+00	3.400002e-06	5.714064e+00	1.148154e-22	2.340280e+00
6.879628	8.960524e+05	1.403987e+08	3.472207e-02	6.859749e+05	9.956138e+05	1.079128e+08	2.965330e-02	-9.138315e+04	-5.658039e+03	0.000000e+00	0.000000e+00	3.400003e-06	5.722210e+00	1.148154e-22	2.577365e+00
9.456993	8.945908e+05	1.405455e+08	3.470169e-02	6.795380e+05	9.939898e+05	1.079978e+08	2.962825e-02	-9.086252e+04	-5.669879e+03	0.000000e+00	0.000000e+00	3.400003e-06	5.731730e+00	1.148154e-22	2.736727e+00
12.193720	8.930491e+05	1.406999e+08	3.467994e-02	6.724923e+05	9.922768e+05	1.080870e+08	2.960161e-02	-9.031563e+04	-5.682343e+03	0.000000e+00	0.000000e+00	3.400003e-06	5.742192e+00	1.148154e-22	2.843445e+00
15.037164	8.914583e+05	1.408587e+08	3.465724e-02	6.650681e+05	9.905092e+05	1.081784e+08	2.957386e-02	-8.975379e+04	-5.695175e+03	0.000000e+00	0.000000e+00	3.400003e-06	5.753274e+00	1.148154e-22	2.916332e+00
17.953496	8.898382e+05	1.410198e+08	3.463383e-02	6.574204e+05	9.887091e+05	1.082709e+08	2.954535e-02	-8.918417e+04	-5.708212e+03	0.000000e+00	0.000000e+00	3.400003e-06	5.764760e+00	1.148154e-22	2.968135e+00
20.921631	8.882010e+05	1.411820e+08	3.460989e-02	6.496482e+05	9.868900e+05	1.083637e+08	2.951627e-02	-8.861120e+04	-5.721352e+03	0.000000e+00	0.000000e+00	3.400004e-06	5.776510e+00	1.148154e-22	3.007042e+00
23.928673	8.865544e+05	1.413445e+08	3.458550e-02	6.418123e+05	9.850604e+05	1.084563e+08	2.948675e-02	-8.803756e+04	-5.734533e+03	0.000000e+00	0.000000e+00	3.400004e-06	5.788439e+00	1.148154e-22	3.038161e+00
26.966834	8.849027e+05	1.415069e+08	3.456073e-02	6.339500e+05	9.832253e+05	1.085486e+08	2.945686e-02	-8.746485e+04	-5.747717e+03	0.000000e+00	0.000000e+00	3.400004e-06	5.800494e+00	1.148154e-22	3.064625e+00
30.031460	8.832488e+05	1.416689e+08	3.453562e-02	6.260833e+05	9.813876e+05	1.086403e+08	2.942664e-02	-8.689402e+04	-5.760879e+03	0.000000e+00	0.000000e+00	3.400004e-06	5.812642e+00	1.148154e-22	3.088336e+00
33.119796	8.815942e+05	1.418302e+08	3.451018e-02	6.182255e+05	9.795491e+05	1.087314e+08	2.939612e-02	-8.632562e+04	-5.774006e+03	0.000000e+00	0.000000e+00	3.400005e-06	5.824864e+00	1.148154e-22	3.110443e+00
36.230239	8.799398e+05	1.419907e+08	3.448442e-02	6.103843e+05	9.777109e+05	1.088216e+08	2.936532e-02	-8.575996e+04	-5.787088e+03	0.000000e+00	0.000000e+00	3.400005e-06	5.837150e+00	1.148154e-22	3.131635e+00
39.361874	8.782863e+05	1.421505e+08	3.445836e-02	6.025643e+05	9.758737e+05	1.089111e+08	2.933425e-02	-8.519725e+04	-5.800119e+03	0.000000e+00	0.000000e+00	3.400005e-06	5.849492e+00	1.148154e-22	3.152330e+00
42.514204	8.766339e+05	1.423094e+08	3.443198e-02	5.947681e+05	9.740377e+05	1.089998e+08	2.930290e-02	-8.463756e+04	-5.813094e+03	0.000000e+00	0.000000e+00	3.400006e-06	5.861886e+00	1.148154e-22	3.172776e+00
45.686980	8.749829e+05	1.424674e+08	3.440530e-02	5.869970e+05	9.722032e+05	1.090876e+08	2.927127e-02	-8.408096e+04	-5.826011e+03	0.000000e+00	0.000000e+00	3.400006e-06	5.874332e+00	1.148154e-22	3.193123e+00
48.880103	8.733334e+05	1.426245e+08	3.437831e-02	5.792519e+05	9.703704e+05	1.091746e+08	2.923938e-02	-8.352748e+04	-5.838866e+03	0.000000e+00	0.000000e+00	3.400007e-06	5.886826e+00	1.148154e-22	3.213460e+00
52.093564	8.716853e+05	1.427807e+08	3.435101e-02	5.715331e+05	9.685393e+05	1.092607e+08	2.920721e-02	-8.297710e+04	-5.851658e+03	0.000000e+00	0.000000e+00	3.400007e-06	5.899370e+00	1.148154e-22	3.233843e+00
55.327406	8.700389e+05	1.429359e+08	3.432340e-02	5.638407e+05	9.667098e+05	1.093458e+08	2.917477e-02	-8.242984e+04	-5.864385e+03	0.000000e+00	0.000000e+00	3.400008e-06	5.911962e+00	1.148154e-22	3.254302e+00
58.581708	8.683940e+05	1.430901e+08	3.429547e-02	5.561749e+05	9.648822e+05	1.094301e+08	2.914206e-02	-8.188568e+04	-5.877044e+03	0.000000e+00	0.000000e+00	3.400008e-06	5.924602e+00	1.148154e-22	3.272943e+00
61.854652	8.667516e+05	1.432432e+08	3.426724e-02	5.485351e+05	9.630573e+05	1.095134e+08	2.910908e-02	-8.134492e+04	-5.889628e+03	0.000000e+00	0.000000e+00	3.400009e-06	5.937292e+00	1.148154e-22	3.289580e+00
65.144231	8.651128e+05	1.433951e+08	3.423872e-02	5.409256e+05	9.612364e+05	1.095957e+08	2.907587e-02	-8.080788e+04	-5.902125e+03	0.000000e+00	0.000000e+00	3.400009e-06	5.950023e+00	1.148154e-22	3.305015e+00
68.449247	8.634781e+05	1.435457e+08	3.420993e-02	5.333512e+05	9.594201e+05	1.096768e+08	2.904242e-02	-8.027473e+04	-5.914531e+03	0.000000e+00	0.000000e+00	3.400010e-06	5.962787e+00	1.148154e-22	3.319733e+00
71.768980	8.618480e+05	1.436950e+08	3.418087e-02	5.258144e+05	9.576089e+05	1.097569e+08	2.900876e-02	-7.974556e+04	-5.926841e+03	0.000000e+00	0.000000e+00	3.400011e-06	5.975581e+00	1.148154e-22	3.334024e+00
75.103004	8.602225e+05	1.438429e+08	3.415153e-02	5.183166e+05	9.558028e+05	1.098359e+08	2.897487e-02	-7.922040e+04	-5.939052e+03	0.000000e+00	0.000000e+00	3.400011e-06	5.988401e+00	1.148154e-22	3.348060e+00
78.451064	8.586019e+05	1.439895e+08	3.412193e-02	5.108585e+05	9.540021e+05	1.099137e+08	2.894077e-02	-7.869925e+04	-5.951161e+03	0.000000e+00	0.000000e+00	3.400012e-06	6.001245e+00	1.148154e-22	3.361948e+00
81.813012	8.569861e+05	1.441347e+08	3.409206e-02	5.034403e+05	9.522068e+05	1.099903e+08	2.890646e-02	-7.818211e+04	-5.963168e+03	0.000000e+00	0.000000e+00	3.400013e-06	6.014114e+00	1.148154e-22	3.375748e+00
85.188760	8.553752e+05	1.442785e+08	3.406193e-02	4.960620e+05	9.504169e+05	1.100659e+08	2.887193e-02	-7.766896e+04	-5.975071e+03	0.000000e+00	0.000000e+00	3.400014e-06	6.027005e+00	1.148154e-22	3.389499e+00
88.578259	8.537692e+05	1.444208e+08	3.403152e-02	4.887234e+05	9.486324e+05	1.101402e+08	2.883719e-02	-7.715975e+04	-5.986867e+03	0.000000e+00	0.000000e+00	3.400015e-06	6.039920e+00	1.148154e-22	3.403224e+00
91.981483	8.521680e+05	1.445617e+08	3.400085e-02	4.814244e+05	9.468533e+05	1.102134e+08	2.880223e-02	-7.665446e+04	-5.998557e+03	0.000000e+00	0.000000e+00	3.400016e-06	6.052857e+00	1.148154e-22	3.416937e+00
95.398420	8.505717e+05	1.447012e+08	3.396991e-02	4.741645e+05	9.450796e+05	1.102854e+08	2.876705e-02	-7.615307e+04	-6.010138e+03	0.000000e+00	0.000000e+00	3.400018e-06	6.065818e+00	1.148154e-22	3.430645e+00
98.829065	8.489802e+05	1.448393e+08	3.393870e-02	4.669435e+05	9.433113e+05	1.103562e+08	2.873166e-02	-7.565552e+04	-6.021610e+03	0.000000e+00	0.000000e+00	3.400019e-06	6.078801e+00	1.148154e-22	3.444354e+00
102.273419	8.473935e+05	1.449758e+08	3.390721e-02	4.597610e+05	9.415483e+05	1.104258e+08	2.869605e-02	-7.516179e+04	-6.032971e+03	0.000000e+00	0.000000e+00	3.400020e-06	6.091807e+00	1.148154e-22	3.458067e+00
105.731486	8.458116e+05	1.451109e+08	3.387546e-02	4.526167e+05	9.397906e+05	1.104942e+08	2.866023e-02	-7.467184e+04	-6.044220e+03	0.000000e+00	0.000000e+00	3.400022e-06	6.104836e+00	1.148154e-22	3.471787e+00
109.203273	8.442344e+05	1.452445e+08	3.384343e-02	4.455102e+05	9.380382e+05	1.105614e+08	2.862419e-02	-7.418564e+04	-6.055356e+03	0.000000e+00	0.000000e+00	3.400024e-06	6.117888e+00	1.148154e-22	3.485514e+00
112.688788	8.426619e+05	1.453767e+08	3.381113e-02	4.384412e+05	9.362911e+05	1.106274e+08	2.858792e-02	-7.370315e+04	-6.066378e+03	0.000000e+00	0.000000e+00	3.400025e-06	6.130963e+00	1.148154e-22	3.499251e+00
116.188038	8.410942e+05	1.455073e+08	3.377855e-02	4.314093e+05	9.345491e+05	1.106922e+08	2.855145e-02	-7.322433e+04	-6.077284e+03	0.000000e+00	0.000000e+00	3.400027e-06	6.144062e+00	1.148154e-22	3.512996e+00
