4.000000e+00	2.258221e+01	-inf	2.258221e+01
4.010000e+00	2.256710e+01	-inf	2.256710e+01
4.020000e+00	2.255204e+01	-inf	2.255204e+01
4.030000e+00	2.253702e+01	-inf	2.253702e+01
4.040000e+00	2.252205e+01	-inf	2.252205e+01
4.050000e+00	2.250712e+01	-inf	2.250712e+01
4.060000e+00	2.249224e+01	-inf	2.249224e+01
4.070000e+00	2.247740e+01	-inf	2.247740e+01
4.080000e+00	2.246261e+01	-inf	2.246261e+01
4.090000e+00	2.244786e+01	-inf	2.244786e+01
4.100000e+00	2.243316e+01	-inf	2.243316e+01
4.110000e+00	2.241849e+01	-inf	2.241849e+01
4.120000e+00	2.240387e+01	-inf	2.240387e+01
4.130000e+00	2.238929e+01	-inf	2.238929e+01
4.140000e+00	2.237476e+01	-inf	2.237476e+01
4.150000e+00	2.236026e+01	-inf	2.236026e+01
4.160000e+00	2.234581e+01	-inf	2.234581e+01
4.170000e+00	2.233139e+01	-inf	2.233139e+01
4.180000e+00	2.231701e+01	-inf	2.231701e+01
4.190000e+00	2.230268e+01	-inf	2.230268e+01
4.200000e+00	2.228838e+01	-inf	2.228838e+01
4.210000e+00	2.227411e+01	-inf	2.227411e+01
4.220000e+00	2.225989e+01	-inf	2.225989e+01
4.230000e+00	2.224570e+01	-inf	2.224570e+01
4.240000e+00	2.223155e+01	-inf	2.223155e+01
4.250000e+00	2.221743e+01	-inf	2.221743e+01
4.260000e+00	2.220335e+01	-inf	2.220335e+01
4.270000e+00	2.218931e+01	-inf	2.218931e+01
4.280000e+00	2.217529e+01	-inf	2.217529e+01
4.290000e+00	2.216131e+01	-inf	2.216131e+01
4.300000e+00	2.214737e+01	-inf	2.214737e+01
4.310000e+00	2.213345e+01	-inf	2.213345e+01
4.320000e+00	2.211957e+01	-inf	2.211957e+01
4.330000e+00	2.210572e+01	-inf	2.210572e+01
4.340000e+00	2.209190e+01	-inf	2.209190e+01
4.350000e+00	2.207811e+01	-inf	2.207811e+01
4.360000e+00	2.206435e+01	-inf	2.206435e+01
4.370000e+00	2.205062e+01	-inf	2.205062e+01
4.380000e+00	2.203692e+01	-inf	2.203692e+01
