4.000000e+00	inf	-inf	inf	-inf
4.010000e+00	inf	-inf	inf	-inf
4.020000e+00	inf	-inf	inf	-inf
4.030000e+00	inf	-inf	inf	-inf
4.040000e+00	inf	-inf	inf	-inf
4.050000e+00	inf	-inf	inf	-inf
4.060000e+00	inf	-inf	inf	-inf
4.070000e+00	inf	-inf	inf	-inf
4.080000e+00	inf	-inf	inf	-inf
4.090000e+00	inf	-inf	inf	-inf
4.100000e+00	inf	-inf	inf	-inf
4.110000e+00	inf	-inf	inf	-inf
4.120000e+00	inf	-inf	inf	-inf
4.130000e+00	inf	-inf	inf	-inf
4.140000e+00	inf	-inf	inf	-inf
4.150000e+00	inf	-inf	inf	-inf
4.160000e+00	inf	-inf	inf	-inf
4.170000e+00	inf	-inf	inf	-inf
4.180000e+00	inf	-inf	inf	-inf
4.190000e+00	inf	-inf	inf	-inf
4.200000e+00	inf	-inf	inf	-inf
4.210000e+00	inf	-inf	inf	-inf
4.220000e+00	inf	-inf	inf	-inf
4.230000e+00	inf	-inf	inf	-inf
4.240000e+00	inf	-inf	inf	-inf
4.250000e+00	inf	-inf	inf	-inf
4.260000e+00	inf	-inf	inf	-inf
4.270000e+00	inf	-inf	inf	-inf
4.280000e+00	inf	-inf	inf	-inf
4.290000e+00	inf	-inf	inf	-inf
4.300000e+00	2.300596e+01	-inf	2.300596e+01	-inf
4.310000e+00	2.300352e+01	-inf	2.300352e+01	-inf
4.320000e+00	2.300109e+01	-inf	2.300109e+01	-inf
4.330000e+00	2.299866e+01	-inf	2.299866e+01	-inf
4.340000e+00	2.299622e+01	-inf	2.299622e+01	-inf
4.350000e+00	2.299379e+01	-inf	2.299379e+01	-inf
4.360000e+00	2.299136e+01	-inf	2.299136e+01	-inf
4.370000e+00	2.298893e+01	-inf	2.298893e+01	-inf
4.380000e+00	2.298650e+01	-inf	2.298650e+01	-inf
4.390000e+00	2.298407e+01	-inf	2.298407e+01	-inf
4.400000e+00	2.298164e+01	-inf	2.298164e+01	-inf
4.410000e+00	2.297922e+01	-inf	2.297922e+01	-inf
4.420000e+00	2.297679e+01	-inf	2.297679e+01	-inf
4.430000e+00	2.297436e+01	-inf	2.297436e+01	-inf
4.440000e+00	2.297194e+01	-inf	2.297194e+01	-inf
4.450000e+00	2.296951e+01	-inf	2.296951e+01	-inf
4.460000e+00	2.296709e+01	-inf	2.296709e+01	-inf
4.470000e+00	2.296467e+01	-inf	2.296467e+01	-inf
4.480000e+00	2.296225e+01	-inf	2.296225e+01	-inf
4.490000e+00	2.295982e+01	-inf	2.295982e+01	-inf
4.500000e+00	2.295740e+01	-inf	2.295740e+01	-inf
4.510000e+00	2.295498e+01	-inf	2.295498e+01	-inf
4.520000e+00	2.295256e+01	-inf	2.295256e+01	-inf
4.530000e+00	2.295015e+01	-inf	2.295015e+01	-inf
4.540000e+00	2.294773e+01	-inf	2.294773e+01	-inf
4.550000e+00	2.294531e+01	-inf	2.294531e+01	-inf
4.560000e+00	2.294290e+01	-inf	2.294290e+01	-inf
4.570000e+00	2.294048e+01	-inf	2.294048e+01	-inf
4.580000e+00	2.293807e+01	-inf	2.293807e+01	-inf
4.590000e+00	2.293566e+01	-inf	2.293566e+01	-inf
4.600000e+00	2.293324e+01	-inf	2.293324e+01	-inf
4.610000e+00	2.289467e+01	-inf	2.289467e+01	-inf
4.620000e+00	2.288194e+01	-inf	2.288194e+01	-inf
4.630000e+00	2.286922e+01	-inf	2.286922e+01	-inf
4.640000e+00	2.285650e+01	-inf	2.285650e+01	-inf
4.650000e+00	2.284379e+01	-inf	2.284379e+01	-inf
